model,non_invariant,random_non_invariant,h_nmi,h_mi,h_nmi_p,h_mi_p,type,run_number,computer
residuals,0.001,0.105,-0.596731230512355,0.596731230512358,-0.189945450066701,0.189945450066702,Medium Loadings,2,computer6_2
loadings,1,0.147,2.35463048764187,-2.35463048764187,0.749502162526168,-0.749502162526167,Large Loadings,2,computer6_2
intercepts,0,0.102,-0.650138454727636,0.650138454727636,-0.206945497528059,0.206945497528059,Large Loadings,2,computer6_2
residuals,0,0.089,-0.605882227615433,0.605882227615433,-0.19285830291305,0.19285830291305,Large Loadings,2,computer6_2
intercepts,0.201,0.112,0.247295563953128,-0.247295563953128,0.0787166228156764,-0.0787166228156765,Small Intercepts,2,computer6_2
loadings,0.773,0.227,1.15516454905788,-1.15516454905788,0.367700296134162,-0.367700296134163,Small Intercepts,2,computer6_2
residuals,0.017,0.098,-0.375291846609639,0.375291846609638,-0.119459104980019,0.119459104980019,Small Intercepts,2,computer6_2
intercepts,0.384,0.139,0.572555317082045,-0.572555317082044,0.18225001781431,-0.18225001781431,Medium Intercepts,2,computer6_2
loadings,0.616,0.179,0.931237271766225,-0.931237271766225,0.296422029986011,-0.296422029986011,Medium Intercepts,2,computer6_2
residuals,0,0.131,-0.740694629993578,0.740694629993577,-0.235770423370201,0.235770423370201,Medium Intercepts,2,computer6_2
intercepts,0.292,0.142,0.369013319578114,-0.369013319578115,0.117460587755212,-0.117460587755212,Large Intercepts,2,computer6_2
loadings,0.708,0.184,1.11317345041964,-1.11317345041964,0.354334114305893,-0.354334114305894,Large Intercepts,2,computer6_2
residuals,0,0.114,-0.688814637961468,0.688814637961468,-0.219256509011244,0.219256509011244,Large Intercepts,2,computer6_2
intercepts,0.224,0.124,0.266330131936898,-0.266330131936898,0.0847755139841481,-0.084775513984148,Small Residuals,2,computer6_2
loadings,0.492,0.2,0.627500426047963,-0.627500426047963,0.199739589195607,-0.199739589195607,Small Residuals,2,computer6_2
residuals,0.227,0.091,0.380343157274585,-0.380343157274585,0.121066987102857,-0.121066987102857,Small Residuals,2,computer6_2
intercepts,0.546,0.114,0.974111966982727,-0.974111966982727,0.31006946934054,-0.31006946934054,Medium Residuals,2,computer6_2
loadings,0.41,0.213,0.430395956354107,-0.430395956354107,0.13699928788104,-0.136999287881039,Medium Residuals,2,computer6_2
residuals,0.044,0.096,-0.207384085641536,0.207384085641535,-0.0660124046968867,0.0660124046968865,Medium Residuals,2,computer6_2
intercepts,0.134,0.119,0.0451430795342406,-0.0451430795342405,0.0143694885085299,-0.0143694885085299,Large Residuals,2,computer6_2
loadings,0.655,0.135,1.13351498307228,-1.13351498307228,0.36080902524936,-0.36080902524936,Large Residuals,2,computer6_2
residuals,0.209,0.136,0.19421417792374,-0.19421417792374,0.0618202928701842,-0.0618202928701841,Large Residuals,2,computer6_2
intercepts,0.193,0.103,0.256242443010742,-0.256242443010742,0.0815645028702056,-0.0815645028702057,Invariant,3,computer6_3
loadings,0.494,0.118,0.857489749023656,-0.857489749023656,0.272947464415487,-0.272947464415487,Invariant,3,computer6_3
residuals,0.083,0.092,-0.0318608903240499,0.0318608903240496,-0.0101416363727626,0.0101416363727625,Invariant,3,computer6_3
intercepts,0.118,0.121,-0.00924869716811005,0.00924869716810939,-0.00294395174292946,0.00294395174292925,Small Loadings,3,computer6_3
loadings,0.728,0.165,1.20770429960342,-1.20770429960342,0.384424218150438,-0.384424218150438,Small Loadings,3,computer6_3
residuals,0.057,0.091,-0.130720790932555,0.130720790932554,-0.0416097200835966,0.0416097200835963,Small Loadings,3,computer6_3
intercepts,0.03,0.12,-0.359317190506382,0.359317190506382,-0.114374214013966,0.114374214013966,Medium Loadings,3,computer6_3
loadings,0.961,0.105,2.0840235462028,-2.0840235462028,0.663365297796152,-0.663365297796152,Medium Loadings,3,computer6_3
residuals,0.007,0.115,-0.524427331626983,0.524427331626983,-0.166930404241854,0.166930404241854,Medium Loadings,3,computer6_3
loadings,1,0.136,2.38619649055243,-2.38619649055243,0.759549933319905,-0.759549933319905,Large Loadings,3,computer6_3
intercepts,0,0.088,-0.602361344035183,0.602361344035182,-0.191737570861354,0.191737570861354,Large Loadings,3,computer6_3
residuals,0,0.084,-0.588093266789805,0.588093266789804,-0.187195900817316,0.187195900817316,Large Loadings,3,computer6_3
intercepts,0.286,0.134,0.378974201112836,-0.378974201112836,0.12063123482282,-0.12063123482282,Small Intercepts,3,computer6_3
loadings,0.699,0.177,1.11166829846541,-1.11166829846541,0.353855009558652,-0.353855009558652,Small Intercepts,3,computer6_3
residuals,0.006,0.103,-0.498360805311209,0.498360805311208,-0.158633171217073,0.158633171217073,Small Intercepts,3,computer6_3
intercepts,0.312,0.109,0.512392498037837,-0.512392498037838,0.163099597731852,-0.163099597731852,Medium Intercepts,3,computer6_3
loadings,0.683,0.212,0.988534073149006,-0.988534073149005,0.314660168312859,-0.314660168312859,Medium Intercepts,3,computer6_3
residuals,0.003,0.138,-0.651613375398832,0.651613375398833,-0.207414979359038,0.207414979359038,Medium Intercepts,3,computer6_3
intercepts,0.13,0.146,-0.0464081935978704,0.0464081935978702,-0.0147721868221335,0.0147721868221334,Large Intercepts,3,computer6_3
loadings,0.87,0.259,1.33600630018112,-1.33600630018112,0.425264013351478,-0.425264013351478,Large Intercepts,3,computer6_3
residuals,0,0.137,-0.758308912784317,0.758308912784316,-0.24137722372053,0.24137722372053,Large Intercepts,3,computer6_3
intercepts,0.161,0.146,0.0416238155303914,-0.0416238155303916,0.013249271984014,-0.0132492719840141,Small Residuals,3,computer6_3
loadings,0.659,0.23,0.894056345523706,-0.894056345523706,0.284586973585547,-0.284586973585547,Small Residuals,3,computer6_3
residuals,0.1,0.138,-0.117711624437187,0.117711624437187,-0.0374687737771101,0.0374687737771102,Small Residuals,3,computer6_3
intercepts,0.155,0.138,0.0480945408167921,-0.0480945408167921,0.0153089678134548,-0.0153089678134548,Medium Residuals,3,computer6_3
loadings,0.616,0.239,0.783327368014556,-0.783327368014556,0.249340845357362,-0.249340845357362,Medium Residuals,3,computer6_3
residuals,0.229,0.136,0.242584995699426,-0.242584995699426,0.0772172023709797,-0.0772172023709795,Medium Residuals,3,computer6_3
intercepts,0.272,0.135,0.344826438481504,-0.344826438481503,0.109761664386209,-0.109761664386209,Large Residuals,3,computer6_3
loadings,0.444,0.219,0.484566311427778,-0.484566311427779,0.154242247439075,-0.154242247439076,Large Residuals,3,computer6_3
residuals,0.284,0.123,0.407421217613829,-0.407421217613829,0.129686201407519,-0.129686201407519,Large Residuals,3,computer6_3
intercepts,0.075,0.103,-0.0986244452954759,0.0986244452954765,-0.0313931359569424,0.0313931359569426,Invariant,4,computer6_4
loadings,0.712,0.168,1.16401308136441,-1.16401308136441,0.370516871445548,-0.370516871445548,Invariant,4,computer6_4
residuals,0.15,0.111,0.116078642047525,-0.116078642047524,0.0369489793385166,-0.0369489793385165,Invariant,4,computer6_4
intercepts,0.062,0.16,-0.319742644682586,0.319742644682586,-0.101777244837018,0.101777244837018,Small Loadings,4,computer6_4
loadings,0.805,0.229,1.22887575898303,-1.22887575898303,0.391163302975908,-0.391163302975908,Small Loadings,4,computer6_4
residuals,0.117,0.153,-0.10556545541112,0.10556545541112,-0.0336025280968537,0.0336025280968537,Small Loadings,4,computer6_4
intercepts,0.003,0.079,-0.460217111524463,0.460217111524463,-0.146491656389185,0.146491656389185,Medium Loadings,4,computer6_4
loadings,0.994,0.109,2.31358988181319,-2.31358988181319,0.736438531955925,-0.736438531955926,Medium Loadings,4,computer6_4
residuals,0,0.085,-0.591688642426544,0.591688642426544,-0.188340344427035,0.188340344427035,Medium Loadings,4,computer6_4
intercepts,0.04,0.074,-0.148286849051854,0.148286849051853,-0.0472011700442485,0.0472011700442484,Large Loadings,4,computer6_4
loadings,0.935,0.136,1.87060248430634,-1.87060248430634,0.595431263874667,-0.595431263874667,Large Loadings,4,computer6_4
residuals,0.02,0.083,-0.300684290174042,0.300684290174043,-0.0957107821825532,0.0957107821825534,Large Loadings,4,computer6_4
intercepts,0.322,0.16,0.383778678178327,-0.383778678178327,0.122160547370709,-0.122160547370709,Small Intercepts,4,computer6_4
loadings,0.635,0.201,0.91439647703327,-0.91439647703327,0.291061438531319,-0.291061438531319,Small Intercepts,4,computer6_4
residuals,0.034,0.141,-0.398967490661426,0.398967490661426,-0.126995296543471,0.126995296543471,Small Intercepts,4,computer6_4
intercepts,0.395,0.127,0.630460244436937,-0.630460244436936,0.200681728650126,-0.200681728650126,Medium Intercepts,4,computer6_4
loadings,0.605,0.151,0.984175725952688,-0.984175725952687,0.31327286331285,-0.313272863312849,Medium Intercepts,4,computer6_4
residuals,0,0.09,-0.609385308030795,0.609385308030795,-0.193973368041357,0.193973368041356,Medium Intercepts,4,computer6_4
intercepts,0.204,0.119,0.23285779773682,-0.23285779773682,0.0741209390946153,-0.0741209390946153,Large Intercepts,4,computer6_4
loadings,0.796,0.178,1.33325358315855,-1.33325358315855,0.424387796309329,-0.424387796309329,Large Intercepts,4,computer6_4
residuals,0,0.096,-0.63004669044584,0.63004669044584,-0.200550090326289,0.200550090326289,Large Intercepts,4,computer6_4
intercepts,0.317,0.114,0.507274554121058,-0.507274554121057,0.161470505586207,-0.161470505586207,Small Residuals,4,computer6_4
loadings,0.226,0.091,0.3779540482247,-0.3779540482247,0.120306510073107,-0.120306510073107,Small Residuals,4,computer6_4
residuals,0.426,0.108,0.752537863070863,-0.752537863070863,0.23954024154308,-0.239540241543079,Small Residuals,4,computer6_4
intercepts,0.125,0.156,-0.089332558571803,0.0893325585718028,-0.0284354365514974,0.0284354365514974,Medium Residuals,4,computer6_4
loadings,0.808,0.239,1.21284887042805,-1.21284887042805,0.386061785904092,-0.386061785904092,Medium Residuals,4,computer6_4
residuals,0.067,0.128,-0.208109757969805,0.208109757969805,-0.0662433933731049,0.0662433933731047,Medium Residuals,4,computer6_4
intercepts,0.349,0.107,0.597522081227447,-0.597522081227447,0.19019718566781,-0.190197185667811,Large Residuals,4,computer6_4
loadings,0.438,0.178,0.575395427186978,-0.575395427186978,0.183154052938561,-0.183154052938561,Large Residuals,4,computer6_4
residuals,0.213,0.154,0.152873455999208,-0.152873455999208,0.0486611323796305,-0.0486611323796307,Large Residuals,4,computer6_4
intercepts,0.325,0.115,0.52127004802307,-0.521270048023069,0.165925409657242,-0.165925409657242,Invariant,5,computer6_5
loadings,0.339,0.162,0.41447964860065,-0.41447964860065,0.13193296977157,-0.13193296977157,Invariant,5,computer6_5
residuals,0.076,0.104,-0.0981222494101337,0.0981222494101339,-0.0312332820418372,0.0312332820418373,Invariant,5,computer6_5
intercepts,0.369,0.097,0.672268945634948,-0.672268945634948,0.213989851569957,-0.213989851569957,Small Loadings,5,computer6_5
loadings,0.338,0.114,0.552027171004513,-0.552027171004513,0.175715705972806,-0.175715705972807,Small Loadings,5,computer6_5
residuals,0.184,0.124,0.166959746004026,-0.166959746004026,0.0531449377478162,-0.053144937747816,Small Loadings,5,computer6_5
intercepts,0.038,0.152,-0.408600522402111,0.408600522402111,-0.130061585780453,0.130061585780453,Medium Loadings,5,computer6_5
loadings,0.894,0.253,1.42423806317213,-1.42423806317213,0.453349055786943,-0.453349055786942,Medium Loadings,5,computer6_5
residuals,0.056,0.121,-0.232736089668482,0.232736089668481,-0.074082198213235,0.0740821982132347,Medium Loadings,5,computer6_5
intercepts,0.001,0.111,-0.616064089261475,0.616064089261478,-0.196099290134741,0.196099290134742,Large Loadings,5,computer6_5
loadings,0.999,0.126,2.35258375236141,-2.35258375236141,0.748850666451996,-0.748850666451995,Large Loadings,5,computer6_5
residuals,0,0.099,-0.640160328711536,0.640160328711535,-0.203769361371547,0.203769361371547,Large Loadings,5,computer6_5
intercepts,0.547,0.166,0.825656928951494,-0.825656928951494,0.262814763081408,-0.262814763081408,Small Intercepts,5,computer6_5
loadings,0.432,0.23,0.434014338385354,-0.434014338385354,0.138151054653575,-0.138151054653575,Small Intercepts,5,computer6_5
residuals,0.004,0.114,-0.562239051998744,0.562239051998745,-0.178966248649802,0.178966248649803,Small Intercepts,5,computer6_5
intercepts,0.584,0.116,1.04451295348253,-1.04451295348253,0.33247879934052,-0.33247879934052,Medium Intercepts,5,computer6_5
loadings,0.416,0.179,0.528303511295529,-0.528303511295529,0.168164230550977,-0.168164230550977,Medium Intercepts,5,computer6_5
residuals,0,0.142,-0.772740811563395,0.772740811563395,-0.245971039778314,0.245971039778314,Medium Intercepts,5,computer6_5
intercepts,0.768,0.119,1.4320877945037,-1.4320877945037,0.455847702873669,-0.455847702873669,Large Intercepts,5,computer6_5
loadings,0.232,0.144,0.226650556122003,-0.226650556122003,0.0721451127226878,-0.0721451127226878,Large Intercepts,5,computer6_5
residuals,0,0.106,-0.66324258231528,0.663242582315279,-0.21111667088902,0.21111667088902,Large Intercepts,5,computer6_5
intercepts,0.037,0.127,-0.341640685013588,0.341640685013588,-0.108747607562428,0.108747607562428,Small Residuals,5,computer6_5
loadings,0.908,0.227,1.53203931161742,-1.53203931161742,0.487663258910032,-0.487663258910033,Small Residuals,5,computer6_5
residuals,0.041,0.094,-0.215436904587792,0.215436904587793,-0.0685756965791283,0.0685756965791285,Small Residuals,5,computer6_5
intercepts,0.156,0.107,0.145582477677756,-0.145582477677756,0.0463403418999608,-0.0463403418999608,Medium Residuals,5,computer6_5
loadings,0.469,0.214,0.546902268273907,-0.546902268273907,0.174084398767924,-0.174084398767924,Medium Residuals,5,computer6_5
residuals,0.375,0.08,0.744602967229721,-0.744602967229721,0.237014485751005,-0.237014485751005,Medium Residuals,5,computer6_5
intercepts,0.165,0.157,0.0217684011415772,-0.0217684011415766,0.00692909728977853,-0.00692909728977836,Large Residuals,5,computer6_5
loadings,0.642,0.219,0.884765120679582,-0.884765120679583,0.281629484862906,-0.281629484862906,Large Residuals,5,computer6_5
residuals,0.193,0.125,0.186943673472873,-0.186943673472874,0.05950601942593,-0.0595060194259302,Large Residuals,5,computer6_5
intercepts,0.197,0.158,0.102209587291086,-0.102209587291086,0.0325343220975177,-0.0325343220975177,Invariant,1,computer7_1
loadings,0.522,0.22,0.638400009717385,-0.638400009717385,0.203209034432872,-0.203209034432872,Invariant,1,computer7_1
residuals,0.188,0.12,0.189461951395424,-0.189461951395424,0.0603076121848364,-0.0603076121848363,Invariant,1,computer7_1
intercepts,0.148,0.117,0.0915813804028932,-0.0915813804028933,0.0291512587725994,-0.0291512587725994,Small Loadings,1,computer7_1
loadings,0.637,0.197,0.928572148188398,-0.928572148188397,0.295573694803287,-0.295573694803287,Small Loadings,1,computer7_1
residuals,0.189,0.091,0.286631089650928,-0.286631089650928,0.0912375095235227,-0.0912375095235228,Small Loadings,1,computer7_1
intercepts,0.027,0.105,-0.329856681754647,0.329856681754646,-0.104996642826285,0.104996642826284,Medium Loadings,1,computer7_1
loadings,0.927,0.18,1.71812399455549,-1.71812399455549,0.546895853156597,-0.546895853156598,Medium Loadings,1,computer7_1
residuals,0.028,0.065,-0.179348217653658,0.179348217653658,-0.0570883107486016,0.0570883107486016,Medium Loadings,1,computer7_1
loadings,1,0.126,2.41583985123655,-2.41583985123655,0.768985708085372,-0.768985708085372,Large Loadings,1,computer7_1
intercepts,0,0.089,-0.605882227615433,0.605882227615433,-0.19285830291305,0.19285830291305,Large Loadings,1,computer7_1
residuals,0,0.115,-0.691955175126317,0.691955175126317,-0.220256173038743,0.220256173038743,Large Loadings,1,computer7_1
intercepts,0.288,0.134,0.38339544906196,-0.38339544906196,0.122038561754296,-0.122038561754296,Small Intercepts,1,computer7_1
loadings,0.29,0.15,0.341952176540867,-0.341952176540868,0.108846758395023,-0.108846758395023,Small Intercepts,1,computer7_1
residuals,0.274,0.085,0.510101508264928,-0.510101508264929,0.162370353037989,-0.162370353037989,Small Intercepts,1,computer7_1
intercepts,0.297,0.164,0.31883337191816,-0.31883337191816,0.101487814326864,-0.101487814326864,Medium Intercepts,1,computer7_1
loadings,0.702,0.23,0.986322491654305,-0.986322491654305,0.313956200058995,-0.313956200058995,Medium Intercepts,1,computer7_1
residuals,0.001,0.11,-0.612874410685518,0.612874410685521,-0.195083983910265,0.195083983910266,Medium Intercepts,1,computer7_1
intercepts,0.079,0.134,-0.179726972986608,0.179726972986609,-0.0572088723155244,0.0572088723155246,Large Intercepts,1,computer7_1
loadings,0.92,0.223,1.58444453061506,-1.58444453061506,0.504344358204609,-0.504344358204609,Large Intercepts,1,computer7_1
residuals,0,0.138,-0.761212733230471,0.761212733230471,-0.242301538476244,0.242301538476244,Large Intercepts,1,computer7_1
intercepts,0.19,0.147,0.115091457644603,-0.115091457644602,0.03663474878358,-0.0366347487835799,Small Residuals,1,computer7_1
loadings,0.689,0.212,1.00146199892824,-1.00146199892824,0.318775254896239,-0.318775254896239,Small Residuals,1,computer7_1
residuals,0.119,0.099,0.0642400340969346,-0.0642400340969349,0.0204482379418381,-0.0204482379418382,Small Residuals,1,computer7_1
