model,non_invariant,random_non_invariant,h_nmi,h_mi,h_nmi_p,h_mi_p,type,run_number,computer
intercepts,0.092,0.119,-0.0880610731020505,0.0880610731020508,-0.0280307101563362,0.0280307101563363,Medium Residuals,4,computer4_4
loadings,0.721,0.138,1.26741066237548,-1.26741066237548,0.403429343688861,-0.403429343688861,Medium Residuals,4,computer4_4
residuals,0.187,0.07,0.358856456351199,-0.358856456351199,0.114227557777469,-0.114227557777469,Medium Residuals,4,computer4_4
intercepts,0.31,0.12,0.473516818541293,-0.473516818541293,0.15072508461599,-0.15072508461599,Large Residuals,4,computer4_4
loadings,0.628,0.176,0.963837616145698,-0.963837616145698,0.306799041894993,-0.306799041894993,Large Residuals,4,computer4_4
residuals,0.062,0.108,-0.166421721501135,0.166421721501135,-0.0529736792295368,0.0529736792295367,Large Residuals,4,computer4_4
intercepts,0.39,0.138,0.587769123067631,-0.587769123067631,0.187092722666004,-0.187092722666004,Invariant,5,computer4_5
loadings,0.477,0.186,0.632964310707306,-0.632964310707306,0.201478797699644,-0.201478797699644,Invariant,5,computer4_5
residuals,0.102,0.132,-0.0935152295732782,0.0935152295732782,-0.0297668220819212,0.0297668220819212,Invariant,5,computer4_5
intercepts,0.115,0.117,-0.00624566404224503,0.00624566404224458,-0.00198805661042921,0.00198805661042907,Small Loadings,5,computer4_5
loadings,0.798,0.129,1.47455917586582,-1.47455917586582,0.469366763441114,-0.469366763441114,Small Loadings,5,computer4_5
residuals,0.022,0.078,-0.268351821874054,0.268351821874053,-0.0854190378779432,0.0854190378779428,Small Loadings,5,computer4_5
intercepts,0.001,0.121,-0.647298888045543,0.647298888045545,-0.206041635380671,0.206041635380672,Medium Loadings,5,computer4_5
loadings,0.999,0.199,2.1535436874831,-2.1535436874831,0.685494246054567,-0.685494246054566,Medium Loadings,5,computer4_5
residuals,0,0.141,-0.769871668181698,0.769871668181698,-0.245057763075041,0.245057763075041,Medium Loadings,5,computer4_5
loadings,0.999,0.129,2.3435889756437,-2.3435889756437,0.745987540098733,-0.745987540098732,Large Loadings,5,computer4_5
residuals,0.001,0.077,-0.499102313144669,0.499102313144672,-0.158869200491146,0.158869200491147,Large Loadings,5,computer4_5
intercepts,0,0.087,-0.598822338739089,0.598822338739089,-0.190611070488351,0.190611070488351,Large Loadings,5,computer4_5
intercepts,0.299,0.124,0.437390933941182,-0.437390933941181,0.13922585840064,-0.139225858400639,Small Intercepts,5,computer4_5
loadings,0.538,0.187,0.752486569616764,-0.752486569616764,0.239523914329543,-0.239523914329543,Small Intercepts,5,computer4_5
residuals,0.074,0.124,-0.168702635392101,0.168702635392101,-0.0536997166705652,0.0536997166705653,Small Intercepts,5,computer4_5
intercepts,0.287,0.111,0.451409229814749,-0.451409229814748,0.143688020564645,-0.143688020564645,Medium Intercepts,5,computer4_5
loadings,0.712,0.121,1.29809877526444,-1.29809877526444,0.413197673409741,-0.413197673409741,Medium Intercepts,5,computer4_5
residuals,0.001,0.099,-0.576904229836392,0.576904229836395,-0.183634319738169,0.18363431973817,Medium Intercepts,5,computer4_5
intercepts,0.665,0.127,1.17833877934901,-1.17833877934901,0.375076882740531,-0.375076882740531,Large Intercepts,5,computer4_5
loadings,0.335,0.213,0.275078832446674,-0.275078832446674,0.087560311847671,-0.0875603118476708,Large Intercepts,5,computer4_5
residuals,0,0.115,-0.691955175126317,0.691955175126317,-0.220256173038743,0.220256173038743,Large Intercepts,5,computer4_5
intercepts,0.154,0.156,-0.00552634319018441,0.00552634319018441,-0.00175908967188017,0.00175908967188017,Small Residuals,5,computer4_5
loadings,0.5,0.251,0.521290910026209,-0.521290910026208,0.165932050239087,-0.165932050239087,Small Residuals,5,computer4_5
residuals,0.264,0.104,0.422519951858653,-0.422519951858653,0.134492277786509,-0.134492277786509,Small Residuals,5,computer4_5
intercepts,0.136,0.118,0.0540898732847863,-0.0540898732847865,0.017217341408976,-0.0172173414089761,Medium Residuals,5,computer4_5
loadings,0.767,0.181,1.25522273306999,-1.25522273306999,0.399549805298815,-0.399549805298815,Medium Residuals,5,computer4_5
residuals,0.097,0.106,-0.0298092159860408,0.0298092159860408,-0.00948856814774468,0.00948856814774468,Medium Residuals,5,computer4_5
intercepts,0.24,0.109,0.351017277286685,-0.351017277286686,0.111732269581669,-0.111732269581669,Large Residuals,5,computer4_5
loadings,0.721,0.146,1.24448923355483,-1.24448923355483,0.39613322628979,-0.39613322628979,Large Residuals,5,computer4_5
residuals,0.039,0.112,-0.284915539276473,0.284915539276472,-0.0906914328790874,0.0906914328790872,Large Residuals,5,computer4_5
intercepts,0.477,0.106,0.861537506346243,-0.861537506346243,0.274235905588139,-0.274235905588139,Invariant,1,computer5_1
loadings,0.341,0.166,0.407898708820514,-0.407898708820514,0.129838191579173,-0.129838191579173,Invariant,1,computer5_1
residuals,0.085,0.125,-0.131045605386872,0.131045605386872,-0.041713111735581,0.0417131117355812,Invariant,1,computer5_1
intercepts,0.103,0.139,-0.110672251984016,0.110672251984015,-0.0352280719327358,0.0352280719327356,Small Loadings,1,computer5_1
loadings,0.636,0.135,1.09379273335221,-1.09379273335221,0.348165040461999,-0.348165040461999,Small Loadings,1,computer5_1
residuals,0.116,0.087,0.096261515590684,-0.0962615155906836,0.0306409920715498,-0.0306409920715497,Small Loadings,1,computer5_1
intercepts,0.004,0.111,-0.552744602173895,0.552744602173897,-0.175944071406677,0.175944071406678,Medium Loadings,1,computer5_1
loadings,0.995,0.2,2.07275796226375,-2.07275796226375,0.659779351054721,-0.659779351054722,Medium Loadings,1,computer5_1
residuals,0,0.095,-0.626644211640741,0.62664421164074,-0.199467047685095,0.199467047685095,Medium Loadings,1,computer5_1
loadings,1,0.175,2.27838076352025,-2.27838076352025,0.72523112151947,-0.72523112151947,Large Loadings,1,computer5_1
intercepts,0,0.103,-0.653435478275547,0.653435478275548,-0.20799497271834,0.20799497271834,Large Loadings,1,computer5_1
residuals,0,0.11,-0.676130509560661,0.676130509560661,-0.215219025543643,0.215219025543643,Large Loadings,1,computer5_1
intercepts,0.312,0.14,0.418326588988237,-0.418326588988237,0.133157488928499,-0.133157488928499,Small Intercepts,1,computer5_1
loadings,0.684,0.138,1.18644075573359,-1.18644075573359,0.377655821921369,-0.377655821921369,Small Intercepts,1,computer5_1
residuals,0.003,0.14,-0.657394650030227,0.657394650030228,-0.209255216228955,0.209255216228955,Small Intercepts,1,computer5_1
intercepts,0.396,0.154,0.554726070432241,-0.554726070432241,0.176574792342468,-0.176574792342468,Medium Intercepts,1,computer5_1
loadings,0.602,0.181,0.897340299647169,-0.897340299647169,0.285632288648819,-0.285632288648819,Medium Intercepts,1,computer5_1
residuals,0.001,0.086,-0.532008785102542,0.532008785102545,-0.169343655834767,0.169343655834768,Medium Intercepts,1,computer5_1
intercepts,0.265,0.114,0.392690910819313,-0.392690910819313,0.124997399128305,-0.124997399128305,Large Intercepts,1,computer5_1
loadings,0.735,0.167,1.21812436441599,-1.21812436441599,0.387741027794955,-0.387741027794955,Large Intercepts,1,computer5_1
residuals,0,0.079,-0.569816469356103,0.569816469356102,-0.181378215506391,0.18137821550639,Large Intercepts,1,computer5_1
intercepts,0.279,0.092,0.496629968277426,-0.496629968277426,0.158082228677847,-0.158082228677847,Small Residuals,1,computer5_1
loadings,0.62,0.131,1.07246754784028,-1.07246754784028,0.341377023088849,-0.341377023088849,Small Residuals,1,computer5_1
residuals,0.083,0.073,0.0373078015164059,-0.0373078015164059,0.0118754420544546,-0.0118754420544546,Small Residuals,1,computer5_1
intercepts,0.187,0.084,0.306289843875782,-0.306289843875783,0.0974950853433512,-0.0974950853433514,Medium Residuals,1,computer5_1
loadings,0.355,0.113,0.590907413401956,-0.590907413401957,0.188091671505135,-0.188091671505135,Medium Residuals,1,computer5_1
residuals,0.457,0.094,0.86146429642284,-0.86146429642284,0.274212602145754,-0.274212602145754,Medium Residuals,1,computer5_1
intercepts,0.133,0.121,0.0360482627895851,-0.0360482627895857,0.0114745184256762,-0.0114745184256764,Large Residuals,1,computer5_1
loadings,0.725,0.212,1.08059227748393,-1.08059227748393,0.343963204856993,-0.343963204856993,Large Residuals,1,computer5_1
residuals,0.142,0.122,0.0591249761706322,-0.0591249761706321,0.0188200644354933,-0.0188200644354932,Large Residuals,1,computer5_1
intercepts,0.352,0.136,0.514897900272855,-0.514897900272854,0.163897092032125,-0.163897092032125,Invariant,2,computer5_2
loadings,0.428,0.164,0.592403814827091,-0.592403814827091,0.188567990872455,-0.188567990872455,Invariant,2,computer5_2
residuals,0.112,0.129,-0.0522502617949797,0.0522502617949794,-0.0166317748850333,0.0166317748850332,Invariant,2,computer5_2
intercepts,0.098,0.105,-0.0231828336175514,0.0231828336175517,-0.00737932513022053,0.00737932513022064,Small Loadings,2,computer5_2
loadings,0.846,0.184,1.44838711836612,-1.44838711836612,0.461035938797187,-0.461035938797187,Small Loadings,2,computer5_2
residuals,0.032,0.101,-0.287120073985982,0.287120073985981,-0.0913931580715593,0.0913931580715592,Small Loadings,2,computer5_2
intercepts,0.163,0.092,0.214846844349883,-0.214846844349883,0.0683878745719577,-0.0683878745719578,Medium Loadings,2,computer5_2
loadings,0.56,0.135,0.938611833026348,-0.938611833026348,0.298769425741376,-0.298769425741376,Medium Loadings,2,computer5_2
residuals,0.106,0.104,0.00652421756657573,-0.00652421756657562,0.00207672295105501,-0.00207672295105497,Medium Loadings,2,computer5_2
loadings,1,0.164,2.30770250756351,-2.30770250756351,0.734564522528591,-0.734564522528591,Large Loadings,2,computer5_2
intercepts,0,0.118,-0.701306289752576,0.701306289752576,-0.223232725271119,0.223232725271119,Large Loadings,2,computer5_2
residuals,0,0.104,-0.656718364748704,0.656718364748704,-0.209039947937965,0.209039947937965,Large Loadings,2,computer5_2
intercepts,0.395,0.129,0.62447378796585,-0.62447378796585,0.19877618037217,-0.19877618037217,Small Intercepts,2,computer5_2
loadings,0.585,0.11,1.06549548636334,-1.06549548636334,0.339157746993657,-0.339157746993657,Small Intercepts,2,computer5_2
residuals,0.004,0.125,-0.596158661850692,0.596158661850693,-0.189763195801175,0.189763195801175,Small Intercepts,2,computer5_2
intercepts,0.228,0.099,0.355439118468407,-0.355439118468407,0.113139785344945,-0.113139785344946,Medium Intercepts,2,computer5_2
loadings,0.769,0.175,1.27564711022258,-1.27564711022258,0.406051086465632,-0.406051086465632,Medium Intercepts,2,computer5_2
residuals,0.003,0.084,-0.478493908958165,0.478493908958166,-0.152309341700111,0.152309341700111,Medium Intercepts,2,computer5_2
intercepts,0.595,0.139,0.997850743066393,-0.997850743066394,0.317625756453875,-0.317625756453875,Large Intercepts,2,computer5_2
loadings,0.405,0.132,0.635980495962923,-0.635980495962923,0.202438879285069,-0.202438879285069,Large Intercepts,2,computer5_2
residuals,0,0.118,-0.701306289752576,0.701306289752576,-0.223232725271119,0.223232725271119,Large Intercepts,2,computer5_2
intercepts,0.18,0.09,0.266912753137546,-0.266912753137545,0.0849609680722144,-0.0849609680722143,Small Residuals,2,computer5_2
loadings,0.315,0.103,0.538351827823399,-0.538351827823398,0.171362709041302,-0.171362709041302,Small Residuals,2,computer5_2
residuals,0.487,0.085,0.953104754143557,-0.953104754143558,0.303382665812666,-0.303382665812666,Small Residuals,2,computer5_2
intercepts,0.204,0.134,0.187714718202579,-0.187714718202579,0.0597514505860854,-0.0597514505860854,Medium Residuals,2,computer5_2
loadings,0.506,0.165,0.746209075472023,-0.746209075472023,0.237525725882811,-0.237525725882811,Medium Residuals,2,computer5_2
residuals,0.29,0.136,0.381954843687648,-0.381954843687648,0.121580002821563,-0.121580002821563,Medium Residuals,2,computer5_2
intercepts,0.073,0.148,-0.242611621705491,0.242611621705491,-0.0772256776919398,0.0772256776919398,Large Residuals,2,computer5_2
loadings,0.806,0.266,1.1456133033642,-1.1456133033642,0.364660040204495,-0.364660040204495,Large Residuals,2,computer5_2
residuals,0.12,0.165,-0.129104327562195,0.129104327562195,-0.0410951838121571,0.041095183812157,Large Residuals,2,computer5_2
intercepts,0.097,0.149,-0.159161045508877,0.159161045508878,-0.0506625342808238,0.050662534280824,Invariant,3,computer5_3
loadings,0.87,0.206,1.46165435742822,-1.46165435742822,0.465259032153019,-0.465259032153019,Invariant,3,computer5_3
residuals,0.027,0.157,-0.484688490567109,0.484688490567109,-0.15428113826701,0.15428113826701,Invariant,3,computer5_3
intercepts,0.246,0.135,0.285460671875062,-0.285460671875061,0.0908649539744993,-0.0908649539744992,Small Loadings,3,computer5_3
loadings,0.382,0.166,0.493270437200368,-0.493270437200368,0.157012856723078,-0.157012856723078,Small Loadings,3,computer5_3
residuals,0.222,0.119,0.276830375776306,-0.276830375776306,0.0881178454055719,-0.0881178454055718,Small Loadings,3,computer5_3
intercepts,0.001,0.114,-0.625558539086324,0.625558539086327,-0.199121467377866,0.199121467377867,Medium Loadings,3,computer5_3
loadings,0.999,0.165,2.24174901537311,-2.24174901537311,0.713570873936041,-0.71357087393604,Medium Loadings,3,computer5_3
residuals,0,0.097,-0.633433366329239,0.633433366329239,-0.201628102741276,0.201628102741275,Medium Loadings,3,computer5_3
intercepts,0.001,0.113,-0.622405976768814,0.622405976768817,-0.198117975625392,0.198117975625393,Large Loadings,3,computer5_3
loadings,0.998,0.144,2.27366615322968,-2.27366615322968,0.723730414454477,-0.723730414454477,Large Loadings,3,computer5_3
residuals,0.001,0.136,-0.692140064162219,0.692140064162222,-0.220315025046718,0.220315025046719,Large Loadings,3,computer5_3
intercepts,0.171,0.133,0.106033387840029,-0.106033387840029,0.0337514756150415,-0.0337514756150414,Small Intercepts,3,computer5_3
loadings,0.457,0.233,0.477218187218246,-0.477218187218247,0.151903266858275,-0.151903266858275,Small Intercepts,3,computer5_3
residuals,0.122,0.127,-0.0151452872071015,0.0151452872071012,-0.0048208946471133,0.0048208946471132,Small Intercepts,3,computer5_3
intercepts,0.302,0.135,0.41116532753202,-0.411165327532019,0.130877988609438,-0.130877988609438,Medium Intercepts,3,computer5_3
loadings,0.698,0.161,1.15219497231293,-1.15219497231293,0.366755050498464,-0.366755050498463,Medium Intercepts,3,computer5_3
residuals,0,0.125,-0.722734247813416,0.722734247813416,-0.230053456162616,0.230053456162616,Medium Intercepts,3,computer5_3
intercepts,0.584,0.152,0.938612120146752,-0.938612120146751,0.298769517134639,-0.298769517134639,Large Intercepts,3,computer5_3
loadings,0.416,0.199,0.477202978545937,-0.477202978545937,0.151898425787523,-0.151898425787523,Large Intercepts,3,computer5_3
residuals,0,0.123,-0.716665901349582,0.716665901349582,-0.228121841490389,0.228121841490389,Large Intercepts,3,computer5_3
intercepts,0.163,0.119,0.126785771247832,-0.126785771247832,0.0403571644156216,-0.0403571644156216,Small Residuals,3,computer5_3
loadings,0.407,0.146,0.59957264008664,-0.59957264008664,0.190849898824893,-0.190849898824893,Small Residuals,3,computer5_3
residuals,0.2,0.098,0.290490722231665,-0.290490722231666,0.0924660687310085,-0.0924660687310087,Small Residuals,3,computer5_3
intercepts,0.235,0.093,0.392404976244378,-0.392404976244378,0.124906383326301,-0.124906383326301,Medium Residuals,3,computer5_3
loadings,0.67,0.157,1.1028940861221,-1.1028940861221,0.351062091026301,-0.351062091026301,Medium Residuals,3,computer5_3
residuals,0.091,0.108,-0.0568418739621514,0.0568418739621519,-0.0180933304313658,0.0180933304313659,Medium Residuals,3,computer5_3
intercepts,0.071,0.14,-0.227560893808399,0.227560893808399,-0.0724348822080333,0.0724348822080333,Large Residuals,3,computer5_3
loadings,0.693,0.202,1.03480201744813,-1.03480201744813,0.329387712396671,-0.329387712396671,Large Residuals,3,computer5_3
residuals,0.236,0.157,0.199733386825866,-0.199733386825865,0.0635771116276444,-0.0635771116276442,Large Residuals,3,computer5_3
intercepts,0.096,0.127,-0.0987144321540244,0.0987144321540243,-0.031421779663645,0.031421779663645,Invariant,4,computer5_4
loadings,0.67,0.199,0.992920357090506,-0.992920357090506,0.316056365855048,-0.316056365855048,Invariant,4,computer5_4
residuals,0.101,0.137,-0.111481839213378,0.111481839213378,-0.0354857715515701,0.0354857715515701,Invariant,4,computer5_4
intercepts,0.2,0.107,0.26081088929415,-0.26081088929415,0.083018684486714,-0.0830186844867142,Small Loadings,4,computer5_4
loadings,0.51,0.179,0.717105325886326,-0.717105325886327,0.228261714664667,-0.228261714664667,Small Loadings,4,computer5_4
residuals,0.181,0.085,0.287209502231318,-0.287209502231318,0.0914216239661539,-0.091421623966154,Small Loadings,4,computer5_4
intercepts,0.001,0.092,-0.553083190831276,0.553083190831279,-0.176051847523671,0.176051847523672,Medium Loadings,4,computer5_4
loadings,0.996,0.151,2.21682150702677,-2.21682150702676,0.705636201591469,-0.705636201591469,Medium Loadings,4,computer5_4
residuals,0.002,0.074,-0.461530130428021,0.461530130428022,-0.146909603286933,0.146909603286934,Medium Loadings,4,computer5_4
loadings,1,0.096,2.51154596314395,-2.51154596314395,0.799449909673711,-0.799449909673711,Large Loadings,4,computer5_4
intercepts,0,0.086,-0.595264883977685,0.595264883977685,-0.189478697468144,0.189478697468144,Large Loadings,4,computer5_4
residuals,0,0.083,-0.58447839938237,0.58447839938237,-0.186045252784286,0.186045252784286,Large Loadings,4,computer5_4
intercepts,0.162,0.127,0.0997143119523986,-0.0997143119523987,0.031740051288463,-0.031740051288463,Small Intercepts,4,computer5_4
loadings,0.827,0.246,1.24572125607012,-1.24572125607012,0.396525391236408,-0.396525391236408,Small Intercepts,4,computer5_4
residuals,0.004,0.102,-0.523562868764912,0.523562868764914,-0.166655237166618,0.166655237166619,Small Intercepts,4,computer5_4
intercepts,0.654,0.132,1.14023276218512,-1.14023276218512,0.362947360754174,-0.362947360754174,Medium Intercepts,4,computer5_4
loadings,0.345,0.237,0.238697454005489,-0.238697454005489,0.0759797594168479,-0.0759797594168479,Medium Intercepts,4,computer5_4
residuals,0,0.09,-0.609385308030795,0.609385308030795,-0.193973368041357,0.193973368041356,Medium Intercepts,4,computer5_4
intercepts,0.393,0.136,0.599732164661687,-0.599732164661687,0.19090067707422,-0.19090067707422,Large Intercepts,4,computer5_4
loadings,0.607,0.189,0.886962341248442,-0.886962341248442,0.2823288818921,-0.2823288818921,Large Intercepts,4,computer5_4
residuals,0,0.13,-0.737725968453249,0.737725968453249,-0.23482546905318,0.23482546905318,Large Intercepts,4,computer5_4
intercepts,0.12,0.102,0.0573447570517071,-0.0573447570517067,0.018253403090366,-0.0182534030903659,Small Residuals,4,computer5_4
loadings,0.426,0.151,0.624055071424083,-0.624055071424083,0.198642898757417,-0.198642898757417,Small Residuals,4,computer5_4
residuals,0.317,0.111,0.516769003945906,-0.516769003945906,0.164492682829332,-0.164492682829332,Small Residuals,4,computer5_4
intercepts,0.372,0.157,0.497095154929202,-0.497095154929201,0.158230302188028,-0.158230302188028,Medium Residuals,4,computer5_4
loadings,0.379,0.221,0.347547149645881,-0.347547149645881,0.110627693647281,-0.110627693647281,Medium Residuals,4,computer5_4
residuals,0.249,0.128,0.313127267502278,-0.313127267502278,0.0996715048796915,-0.0996715048796916,Medium Residuals,4,computer5_4
intercepts,0.09,0.088,0.007023963995612,-0.00702396399561245,0.0022357971800023,-0.00223579718000244,Large Residuals,4,computer5_4
loadings,0.54,0.112,0.968384589552584,-0.968384589552583,0.30824638848262,-0.30824638848262,Large Residuals,4,computer5_4
residuals,0.37,0.165,0.47118658454489,-0.47118658454489,0.149983348097813,-0.149983348097813,Large Residuals,4,computer5_4
intercepts,0.103,0.124,-0.066269847749069,0.0662698477490689,-0.0210943476944233,0.0210943476944232,Invariant,5,computer5_5
loadings,0.782,0.244,1.1367332752663,-1.1367332752663,0.361833439471344,-0.361833439471344,Invariant,5,computer5_5
residuals,0.067,0.142,-0.249091230631566,0.249091230631566,-0.0792882012717143,0.0792882012717142,Invariant,5,computer5_5
intercepts,0.011,0.091,-0.402722645966916,0.402722645966915,-0.128190599601364,0.128190599601364,Small Loadings,5,computer5_5
loadings,0.987,0.103,2.25962510136662,-2.25962510136662,0.719261008834046,-0.719261008834046,Small Loadings,5,computer5_5
residuals,0.001,0.096,-0.566790591570697,0.5667905915707,-0.180415048692912,0.180415048692913,Small Loadings,5,computer5_5
intercepts,0.002,0.129,-0.645275018866457,0.645275018866458,-0.205397417812625,0.205397417812626,Medium Loadings,5,computer5_5
loadings,0.994,0.189,2.08701599598315,-2.08701599598315,0.664317824145148,-0.664317824145148,Medium Loadings,5,computer5_5
residuals,0.003,0.126,-0.616153444521603,0.616153444521603,-0.196127732797422,0.196127732797422,Medium Loadings,5,computer5_5
loadings,0.999,0.143,2.30273501811881,-2.3027350181188,0.732983321528826,-0.732983321528825,Large Loadings,5,computer5_5
residuals,0.001,0.078,-0.502842283074184,0.502842283074187,-0.160059669893741,0.160059669893742,Large Loadings,5,computer5_5
intercepts,0,0.098,-0.636804495769947,0.636804495769947,-0.202701166569858,0.202701166569858,Large Loadings,5,computer5_5
intercepts,0.758,0.118,1.4116646979385,-1.4116646979385,0.44934682933048,-0.44934682933048,Small Intercepts,5,computer5_5
loadings,0.209,0.142,0.176869529397708,-0.176869529397707,0.0562993197719649,-0.0562993197719649,Small Intercepts,5,computer5_5
residuals,0.009,0.108,-0.479690345490814,0.479690345490814,-0.152690179276644,0.152690179276644,Small Intercepts,5,computer5_5
intercepts,0.336,0.129,0.501863076985666,-0.501863076985666,0.159747978915154,-0.159747978915154,Medium Intercepts,5,computer5_5
loadings,0.663,0.18,1.02656758821777,-1.02656758821777,0.326766612165568,-0.326766612165568,Medium Intercepts,5,computer5_5
residuals,0,0.123,-0.716665901349582,0.716665901349582,-0.228121841490389,0.228121841490389,Medium Intercepts,5,computer5_5
intercepts,0.48,0.111,0.851465464304289,-0.851465464304289,0.271029875032127,-0.271029875032127,Large Intercepts,5,computer5_5
loadings,0.52,0.15,0.815408170964742,-0.815408170964742,0.25955248209312,-0.25955248209312,Large Intercepts,5,computer5_5
residuals,0,0.103,-0.653435478275547,0.653435478275548,-0.20799497271834,0.20799497271834,Large Intercepts,5,computer5_5
intercepts,0.074,0.091,-0.0618682043588583,0.0618682043588579,-0.0196932610878637,0.0196932610878636,Small Residuals,5,computer5_5
loadings,0.828,0.188,1.38935794541705,-1.38935794541705,0.442246369474247,-0.442246369474247,Small Residuals,5,computer5_5
residuals,0.092,0.123,-0.100326611643162,0.100326611643163,-0.0319349523333403,0.0319349523333405,Small Residuals,5,computer5_5
intercepts,0.13,0.112,0.055228651177277,-0.055228651177277,0.0175798256703233,-0.0175798256703233,Medium Residuals,5,computer5_5
loadings,0.426,0.15,0.626851801840245,-0.626851801840245,0.199533125697872,-0.199533125697872,Medium Residuals,5,computer5_5
residuals,0.444,0.129,0.723813261346865,-0.723813261346865,0.230396916837639,-0.230396916837639,Medium Residuals,5,computer5_5
intercepts,0.294,0.18,0.269850343077393,-0.269850343077394,0.0858960319916219,-0.0858960319916221,Large Residuals,5,computer5_5
loadings,0.478,0.196,0.6095248525214,-0.6095248525214,0.194017786432279,-0.194017786432279,Large Residuals,5,computer5_5
residuals,0.228,0.16,0.172565755044966,-0.172565755044966,0.0549293858475831,-0.0549293858475831,Large Residuals,5,computer5_5
intercepts,0.278,0.09,0.501353104993252,-0.501353104993252,0.159585649788292,-0.159585649788292,Invariant,1,computer6_1
loadings,0.581,0.193,0.823835494896563,-0.823835494896562,0.262234982614692,-0.262234982614691,Invariant,1,computer6_1
residuals,0.117,0.123,-0.01846506218102,0.0184650621810203,-0.00587761184121708,0.00587761184121719,Invariant,1,computer6_1
intercepts,0.156,0.128,0.0803074674835847,-0.0803074674835846,0.0255626608344083,-0.0255626608344083,Small Loadings,1,computer6_1
loadings,0.584,0.195,0.82486107194233,-0.824861071942329,0.262561433927403,-0.262561433927402,Small Loadings,1,computer6_1
residuals,0.172,0.098,0.218485049228029,-0.218485049228029,0.0695459511526338,-0.0695459511526338,Small Loadings,1,computer6_1
loadings,1,0.121,2.43103766666911,-2.43103766666911,0.773823322985952,-0.773823322985952,Medium Loadings,1,computer6_1
intercepts,0,0.104,-0.656718364748704,0.656718364748704,-0.209039947937965,0.209039947937965,Medium Loadings,1,computer6_1
residuals,0,0.084,-0.588093266789805,0.588093266789804,-0.187195900817316,0.187195900817316,Medium Loadings,1,computer6_1
intercepts,0.005,0.147,-0.645422692623495,0.645422692623494,-0.20544442382942,0.20544442382942,Large Loadings,1,computer6_1
loadings,0.987,0.218,1.94148602098392,-1.94148602098392,0.617994194366813,-0.617994194366813,Large Loadings,1,computer6_1
residuals,0.008,0.087,-0.419697523860199,0.419697523860199,-0.133593871051559,0.133593871051559,Large Loadings,1,computer6_1
intercepts,0.479,0.098,0.891979473212803,-0.891979473212803,0.283925884596645,-0.283925884596645,Small Intercepts,1,computer6_1
loadings,0.452,0.149,0.682053844051397,-0.682053844051397,0.217104481471217,-0.217104481471217,Small Intercepts,1,computer6_1
residuals,0.01,0.091,-0.412536052668254,0.412536052668254,-0.131314303971542,0.131314303971542,Small Intercepts,1,computer6_1
intercepts,0.261,0.139,0.30831226971895,-0.30831226971895,0.0981388434833051,-0.0981388434833051,Medium Intercepts,1,computer6_1
loadings,0.734,0.193,1.14814468517301,-1.14814468517301,0.365465804059944,-0.365465804059944,Medium Intercepts,1,computer6_1
residuals,0.003,0.111,-0.569720830304979,0.56972083030498,-0.181347772650913,0.181347772650913,Medium Intercepts,1,computer6_1
intercepts,0.465,0.121,0.79018404678616,-0.790184046786161,0.25152339399675,-0.25152339399675,Large Intercepts,1,computer6_1
loadings,0.535,0.147,0.853891453935025,-0.853891453935024,0.271802091515369,-0.271802091515369,Large Intercepts,1,computer6_1
residuals,0,0.124,-0.719705326024616,0.719705326024617,-0.229089320412764,0.229089320412764,Large Intercepts,1,computer6_1
intercepts,0.051,0.127,-0.273167510989855,0.273167510989855,-0.0869519193322903,0.0869519193322901,Small Residuals,1,computer6_1
loadings,0.877,0.16,1.60189306010524,-1.60189306010524,0.509898397640702,-0.509898397640702,Small Residuals,1,computer6_1
residuals,0.036,0.09,-0.227597453807305,0.227597453807305,-0.0724465196171239,0.0724465196171239,Small Residuals,1,computer6_1
intercepts,0.204,0.112,0.254760843269318,-0.254760843269318,0.0810928950251432,-0.0810928950251432,Medium Residuals,1,computer6_1
loadings,0.733,0.174,1.19498370915493,-1.19498370915493,0.380375128452589,-0.380375128452589,Medium Residuals,1,computer6_1
residuals,0.063,0.134,-0.242121180925994,0.242121180925995,-0.0770695655432383,0.0770695655432384,Medium Residuals,1,computer6_1
intercepts,0.394,0.111,0.677855113511782,-0.677855113511782,0.215767984031036,-0.215767984031036,Large Residuals,1,computer6_1
loadings,0.533,0.193,0.727166415677809,-0.727166415677809,0.231464259011079,-0.231464259011078,Large Residuals,1,computer6_1
residuals,0.073,0.15,-0.24822823231818,0.24822823231818,-0.0790135003768034,0.0790135003768033,Large Residuals,1,computer6_1
intercepts,0.285,0.141,0.35643188167738,-0.356431881677379,0.113455791689001,-0.113455791689001,Invariant,2,computer6_2
loadings,0.378,0.237,0.307402094673137,-0.307402094673137,0.0978491257680652,-0.0978491257680652,Invariant,2,computer6_2
residuals,0.225,0.089,0.38254986131072,-0.38254986131072,0.12176940281344,-0.12176940281344,Invariant,2,computer6_2
intercepts,0.252,0.094,0.428584560982315,-0.428584560982315,0.136422702826411,-0.13642270282641,Small Loadings,2,computer6_2
loadings,0.253,0.139,0.290004277842823,-0.290004277842823,0.0923112286729614,-0.0923112286729614,Small Loadings,2,computer6_2
residuals,0.283,0.101,0.475041258856797,-0.475041258856797,0.151210329039312,-0.151210329039312,Small Loadings,2,computer6_2
intercepts,0.001,0.142,-0.709484712688252,0.709484712688255,-0.225835998144937,0.225835998144938,Medium Loadings,2,computer6_2
loadings,0.998,0.246,2.0141850453469,-2.0141850453469,0.641135012537466,-0.641135012537465,Medium Loadings,2,computer6_2
